[0, 6] ; [26, 30]
[3, 6] ; [124, 128]
[0, 4] ; [138, 147]
[0, 4] ; [23, 26]
[7, 15] ; [73, 79]
[3, 12] ; [58, 61]
[44, 47] ; [15, 20]
[14, 18] ; [36, 42]
[3, 7] ; [77, 79]
[0, 2] ; [28, 32]
[0, 5] ; [28, 30]
[0, 3] ; [10, 16]
[3, 6] ; [33, 41]
[0, 2] ; [21, 25]
[42, 49] ; [12, 14]
[106, 114] ; [83, 91]
[12, 17] ; [41, 43]
[-1, 18] ; [34, 57]
[0, 4] ; [41, 44]
[0, 5] ; [55, 57]
[0, 7] ; [49, 51]
[7, 12] ; [43, 48]
[5, 17] ; [18, 22]
[7, 10] ; [51, 60]
[0, 9] ; [74, 76]
[18, 26] ; [56, 62]
[137, 140] ; [214, 219]
[3, 7] ; [44, 46]
[0, 8] ; [58, 66]
[12, 15] ; [54, 57]
[16, 27] ; [34, 38]
[5, 12] ; [0, 5]
[0, 6] ; [70, 74]
[0, 3] ; [49, 54]
[0, 3] ; [10, 14]
[0, 3] ; [22, 26]
[0, 3] ; [48, 52]
[0, 5] ; [43, 47]
[0, 5] ; [6, 26]
[13, 18] ; [156, 162]
[7, 9] ; [26, 30]
[2, 6] ; [68, 72]
[11, 14] ; [31, 33]
[116, 119] ; [0, 2]
[5, 9] ; [23, 29]
[118, 126] ; [148, 152]
[2, 5] ; [19, 21]
[59, 61] ; [42, 52]
[0, 9] ; [21, 27]
[2, 8] ; [15, 31]
[6, 10] ; [48, 58]
[24, 32] ; [181, 185]
[9, 13] ; [57, 59]
[3, 5] ; [91, 96]
[66, 73] ; [-1, 17]
[0, 2] ; [21, 27]
[0, 5] ; [93, 95]
[0, 5] ; [72, 77]
[0, 5] ; [17, 19]
[2, 9] ; [63, 65]
[-1, 18] ; [96, 103]
[55, 62] ; [70, 75]
[0, 10] ; [96, 99]
[6, 10] ; [142, 146]
[98, 100] ; [135, 138]
[43, 45] ; [56, 65]
[0, 8] ; [12, 15]
[0, 3] ; [24, 28]
[0, 3] ; [44, 47]
[12, 19] ; [40, 44]
[0, 7] ; [43, 47]
[15, 20] ; [187, 189]
[3, 11] ; [57, 61]
[0, 7] ; [36, 40]
[6, 10] ; [35, 42]
[2, 7] ; [30, 66]
[22, 26] ; [8, 14]
[0, 11] ; [15, 18]
[4, 9] ; [116, 120]
[0, 3] ; [16, 19]
[35, 38] ; [46, 53]
[6, 13] ; [69, 71]
[7, 16] ; [88, 90]
[0, 6] ; [45, 50]
[15, 20] ; [26, 43]
[0, 6] ; [62, 64]
[0, 3] ; [73, 75]
[20, 26] ; [27, 31]
[3, 11] ; [62, 67]
[0, 5] ; [50, 53]
[0, 6] ; [88, 96]
[8, 11] ; [46, 50]
[0, 3] ; [18, 23]
[18, 26] ; [84, 88]
[53, 57] ; [58, 77]
[46, 48] ; [61, 69]
[0, 5] ; [-1, 17]
[0, 11] ; [14, 18]
[18, 24] ; [26, 28]
[0, 3] ; [23, 28]
[4, 12] ; [-1, 17]
[50, 57] ; [60, 65]
[0, 4] ; [8, 13]
[9, 13] ; [38, 42]
[0, 5] ; [76, 80]
[0, 10] ; [28, 35]
[0, 5] ; [32, 40]
[0, 5] ; [16, 18]
[0, 4] ; [22, 28]
[2, 10] ; [75, 79]
[11, 14] ; [22, 24]
[0, 10] ; [32, 36]
[5, 7] ; [10, 16]
[24, 29] ; [30, 36]
[0, 5] ; [16, 18]
[80, 85] ; [191, 197]
[20, 30] ; [47, 50]
[0, 2] ; [26, 28]
[4, 12] ; [57, 61]
[3, 11] ; [83, 90]
[3, 8] ; [58, 66]
[25, 27] ; [34, 40]
[0, 6] ; [8, 16]
[7, 12] ; [17, 24]
[0, 5] ; [13, 17]
[26, 30] ; [100, 102]
[0, 6] ; [28, 32]
[0, 5] ; [162, 167]
[0, 11] ; [58, 62]
[27, 35] ; [18, 25]
[23, 25] ; [17, 20]
[31, 38] ; [58, 64]
[195, 198] ; [187, 192]
[3, 8] ; [152, 161]
[5, 8] ; [14, 16]
[67, 73] ; [-1, 17]
[62, 67] ; [150, 156]
[0, 6] ; [98, 105]
[0, 5] ; [14, 20]
[6, 13] ; [43, 46]
[6, 10] ; [43, 45]
[0, 5] ; [6, 15]
[49, 58] ; [127, 132]
[0, 7] ; [4, 7]
[25, 35] ; [4, 9]
[14, 17] ; [7, 11]
[3, 11] ; [14, 32]
[33, 35] ; [2, 14]
[15, 22] ; [57, 65]
[3, 8] ; [93, 95]
[3, 7] ; [78, 86]
[15, 22] ; [0, 3]
[4, 8] ; [85, 91]
[4, 9] ; [73, 77]
[0, 5] ; [50, 54]
[34, 41] ; [145, 151]
[57, 60] ; [61, 75]
[68, 78] ; [150, 154]
[4, 6] ; [16, 17]
[0, 10] ; [16, 22]
[0, 5] ; [20, 24]
[0, 2] ; [21, 27]
[68, 74] ; [52, 67]
[0, 4] ; [8, 12]
[0, 5] ; [37, 40]
[0, 5] ; [38, 40]
[2, 8] ; [43, 49]
[0, 5] ; [77, 81]
[0, 3] ; [4, 19]
[0, 7] ; [47, 49]
[2, 9] ; [46, 50]
[8, 16] ; [84, 89]
[6, 11] ; [18, 23]
[0, 3] ; [56, 66]
[0, 5] ; [7, 12]
[0, 5] ; [9, 13]
[12, 18] ; [22, 27]
[12, 17] ; [46, 53]
[0, 6] ; [48, 51]
[0, 5] ; [53, 57]
[0, 4] ; [6, 10]
[9, 12] ; [15, 23]
[0, 3] ; [34, 44]
[0, 3] ; [68, 77]
[6, 12] ; [27, 31]
[0, 6] ; [17, 25]
[0, 7] ; [45, 49]
[0, 2] ; [23, 31]
[31, 38] ; [65, 73]
[21, 27] ; [46, 50]
[12, 17] ; [0, 9]
[3, 11] ; [64, 69]
[13, 16] ; [28, 34]
[9, 12] ; [21, 25]
[0, 6] ; [10, 12]
[0, 7] ; [26, 32]
[-1, 18] ; [6, 15]
[7, 17] ; [110, 119]
[10, 15] ; [58, 68]
[0, 6] ; [120, 131]
[41, 43] ; [78, 81]
[35, 42] ; [-1, 17]
[2, 11] ; [66, 69]
[28, 31] ; [0, 6]
[0, 7] ; [19, 24]
[2, 7] ; [77, 80]
[116, 121] ; [51, 59]
[20, 25] ; [58, 62]
[6, 9] ; [91, 95]
[6, 12] ; [80, 86]
[12, 15] ; [56, 64]
[0, 4] ; [33, 38]
[0, 2] ; [23, 29]
[6, 11] ; [24, 27]
[58, 62] ; [118, 121]
[2, 11] ; [94, 97]
[8, 11] ; [42, 47]
[14, 23] ; [7, 9]
[36, 39] ; [27, 29]
[11, 19] ; [32, 41]
[0, 5] ; [54, 58]
[15, 23] ; [144, 149]
[58, 65] ; [127, 130]
[2, 7] ; [54, 57]
[57, 64] ; [94, 101]
[37, 39] ; [70, 72]
[3, 12] ; [105, 112]
[46, 49] ; [79, 81]
[3, 8] ; [216, 229]
[75, 79] ; [35, 40]
[3, 9] ; [140, 146]
[0, 5] ; [18, 22]
[0, 6] ; [106, 109]
[79, 84] ; [99, 102]
[0, 6] ; [46, 48]
[0, 4] ; [27, 30]
[12, 14] ; [25, 27]
[0, 5] ; [12, 20]
[7, 12] ; [56, 68]
[11, 15] ; [18, 20]
[0, 2] ; [31, 36]
[3, 13] ; [106, 116]
[83, 87] ; [0, 2]
[0, 6] ; [12, 17]
[0, 3] ; [37, 39]
[3, 10] ; [31, 35]
[2, 12] ; [134, 144]
[3, 7] ; [53, 57]
[0, 3] ; [60, 69]
[0, 5] ; [35, 43]
[20, 28] ; [74, 79]
[164, 167] ; [175, 180]
[13, 18] ; [3, 9]
[0, 8] ; [159, 162]
[0, 3] ; [35, 39]
[0, 5] ; [14, 20]
[12, 16] ; [63, 67]
[0, 5] ; [19, 25]
[0, 7] ; [21, 23]
[34, 39] ; [7, 17]
[0, 9] ; [10, 16]
[-1, 18] ; [14, 23]
[1, 5] ; [11, 15]
[15, 20] ; [115, 119]
[0, 5] ; [19, 21]
[0, 2] ; [40, 44]
[29, 35] ; [104, 107]
[11, 15] ; [20, 29]
[59, 65] ; [126, 129]
[0, 6] ; [27, 31]
[21, 29] ; [55, 59]
[41, 43] ; [32, 37]
[0, 6] ; [68, 71]
[0, 5] ; [-1, 17]
[58, 63] ; [64, 82]
[0, 3] ; [15, 17]
[6, 9] ; [57, 67]
[0, 5] ; [29, 35]
[11, 15] ; [26, 30]
[0, 3] ; [32, 34]
[36, 40] ; [44, 48]
[0, 2] ; [88, 91]
[6, 12] ; [36, 40]
[42, 47] ; [50, 56]
[0, 4] ; [70, 73]
[42, 44] ; [18, 28]
[0, 4] ; [27, 31]
[0, 6] ; [46, 50]
[0, 5] ; [9, 12]
[0, 6] ; [17, 22]
[0, 3] ; [5, 10]
[26, 29] ; [53, 61]
[0, 7] ; [23, 27]
[118, 130] ; [221, 224]
[7, 9] ; [55, 62]
[0, 5] ; [11, 21]
[5, 8] ; [26, 35]
[3, 11] ; [62, 68]
[0, 4] ; [60, 64]
[90, 93] ; [76, 83]
[0, 2] ; [103, 106]
[2, 6] ; [110, 112]
[70, 76] ; [37, 42]
[0, 3] ; [63, 65]
[11, 17] ; [22, 30]
[22, 25] ; [7, 19]
[0, 2] ; [6, 12]
[9, 16] ; [63, 69]
[5, 15] ; [68, 70]
[53, 59] ; [141, 145]
[93, 97] ; [3, 15]
[0, 5] ; [12, 15]
[0, 8] ; [58, 64]
[0, 5] ; [7, 10]
[0, 7] ; [44, 55]
[0, 7] ; [75, 81]
[0, 3] ; [9, 16]
[0, 2] ; [78, 82]
[19, 26] ; [113, 118]
[0, 6] ; [13, 15]
[23, 30] ; [67, 71]
[0, 4] ; [20, 30]
[0, 6] ; [39, 41]
[9, 12] ; [57, 59]
[0, 7] ; [11, 15]
[0, 2] ; [8, 12]
[0, 3] ; [11, 17]
[3, 10] ; [31, 41]
[0, 5] ; [106, 111]
[0, 6] ; [7, 14]
[8, 15] ; [41, 45]
[0, 5] ; [53, 60]
[5, 8] ; [94, 96]
[-1, 18] ; [17, 21]
[3, 8] ; [32, 40]
[0, 7] ; [9, 27]
[-1, 18] ; [120, 124]
[6, 9] ; [2, 6]
[71, 73] ; [41, 44]
[21, 26] ; [43, 45]
[20, 25] ; [66, 87]
[3, 6] ; [65, 67]
[35, 38] ; [52, 56]
[0, 3] ; [50, 59]
[6, 9] ; [0, 4]
[49, 53] ; [4, 9]
[1, 9] ; [27, 33]
[0, 3] ; [11, 15]
[0, 3] ; [55, 57]
[0, 5] ; [80, 86]
[9, 12] ; [44, 46]
[114, 120] ; [121, 141]
[0, 5] ; [6, 26]
[115, 119] ; [128, 131]
[0, 8] ; [107, 116]
[0, 6] ; [72, 78]
[20, 28] ; [7, 12]
[15, 19] ; [48, 53]
[4, 6] ; [51, 53]
[19, 26] ; [27, 29]
[0, 2] ; [18, 21]
[23, 26] ; [55, 57]
[2, 11] ; [20, 26]
[4, 12] ; [31, 37]
[98, 100] ; [139, 141]
[9, 12] ; [47, 51]
[0, 4] ; [142, 149]
[3, 10] ; [72, 75]
[0, 3] ; [161, 162]
[0, 3] ; [27, 30]
[18, 20] ; [78, 81]
[3, 8] ; [165, 171]
[2, 8] ; [89, 99]
[2, 9] ; [88, 98]
[0, 2] ; [29, 33]
[3, 9] ; [76, 78]
[46, 54] ; [55, 61]
[0, 5] ; [66, 75]
[0, 5] ; [21, 23]
[42, 47] ; [13, 20]
[0, 3] ; [27, 38]
[24, 26] ; [87, 91]
[2, 8] ; [80, 82]
[0, 5] ; [29, 31]
[9, 12] ; [52, 60]
[0, 4] ; [50, 58]
[0, 7] ; [58, 62]
[0, 4] ; [10, 15]
[36, 42] ; [83, 87]
[0, 3] ; [31, 33]
[76, 78] ; [136, 140]
[7, 10] ; [18, 23]
[20, 23] ; [11, 17]
[0, 2] ; [4, 17]
[0, 6] ; [25, 34]
[11, 18] ; [58, 61]
[55, 63] ; [64, 100]
[19, 26] ; [38, 42]
[10, 16] ; [63, 68]
[0, 4] ; [52, 54]
[6, 13] ; [206, 218]
[0, 5] ; [27, 32]
[66, 68] ; [2, 11]
[44, 48] ; [36, 43]
[0, 5] ; [24, 31]
[1, 7] ; [78, 88]
[2, 7] ; [7, 9]
[2, 8] ; [67, 74]
[0, 2] ; [11, 15]
[7, 12] ; [72, 74]
[2, 5] ; [151, 153]
[27, 30] ; [17, 23]
[3, 10] ; [251, 254]
[3, 5] ; [39, 44]
[20, 23] ; [26, 29]
[4, 9] ; [15, 31]
[15, 19] ; [40, 45]
[62, 69] ; [109, 113]
[27, 32] ; [12, 19]
[5, 11] ; [57, 62]
[4, 12] ; [62, 66]
[26, 43] ; [15, 20]
[0, 3] ; [18, 26]
[0, 7] ; [53, 58]
[7, 12] ; [47, 52]
[3, 8] ; [129, 133]
[153, 161] ; [162, 165]
[0, 3] ; [14, 18]
[27, 35] ; [19, 24]
[0, 3] ; [8, 12]
[33, 35] ; [103, 108]
[0, 9] ; [-1, 17]
[3, 10] ; [104, 111]
[2, 9] ; [17, 38]
[21, 26] ; [7, 11]
[3, 8] ; [63, 67]
[0, 10] ; [21, 25]
[19, 22] ; [28, 31]
[14, 21] ; [149, 155]
[20, 25] ; [28, 33]
[2, 6] ; [35, 37]
[1, 4] ; [51, 53]
[0, 7] ; [51, 57]
[23, 29] ; [5, 11]
[0, 4] ; [94, 99]
[0, 4] ; [27, 29]
[72, 81] ; [72, 79]
[0, 6] ; [54, 59]
[0, 2] ; [41, 49]
[0, 2] ; [21, 37]
[0, 5] ; [55, 61]
[0, 5] ; [36, 42]
[0, 3] ; [30, 37]
[4, 10] ; [17, 33]
[36, 42] ; [-1, 17]
[9, 23] ; [49, 51]
[2, 7] ; [115, 119]
[4, 9] ; [34, 38]
[37, 40] ; [97, 102]
[2, 10] ; [147, 156]
[0, 4] ; [105, 109]
[0, 3] ; [22, 26]
[0, 7] ; [44, 54]
[44, 49] ; [4, 6]
[7, 34] ; [35, 40]
[59, 65] ; [14, 21]
[19, 20] ; [0, 3]
[22, 28] ; [140, 142]
[-1, 18] ; [29, 31]
[0, 6] ; [7, 9]
[4, 6] ; [78, 84]
[0, 5] ; [46, 50]
[9, 14] ; [23, 29]
[0, 3] ; [78, 87]
[4, 6] ; [115, 117]
[0, 5] ; [96, 100]
[3, 11] ; [38, 40]
[18, 21] ; [22, 25]
[0, 7] ; [50, 52]
[3, 13] ; [45, 52]
[0, 2] ; [8, 17]
[0, 8] ; [9, 14]
[7, 14] ; [19, 22]
[6, 13] ; [37, 40]
[0, 6] ; [20, 23]
[4, 9] ; [68, 73]
[0, 7] ; [63, 69]
[0, 3] ; [26, 30]
[0, 3] ; [22, 26]
[63, 70] ; [127, 129]
[0, 2] ; [16, 20]
[0, 8] ; [65, 67]
[0, 3] ; [14, 20]
[27, 32] ; [-1, 17]
[18, 21] ; [46, 48]
[0, 10] ; [96, 99]
[118, 121] ; [30, 34]
[5, 8] ; [140, 142]
[11, 48] ; [52, 60]
[8, 13] ; [14, 18]
[0, 7] ; [73, 80]
[2, 9] ; [17, 46]
[76, 78] ; [45, 53]
[9, 12] ; [53, 58]
[0, 5] ; [45, 50]
[13, 20] ; [40, 43]
[0, 6] ; [23, 28]
[0, 5] ; [74, 80]
[46, 52] ; [6, 10]
[10, 16] ; [73, 77]
[0, 5] ; [13, 18]
[47, 54] ; [42, 47]
[1, 9] ; [57, 66]
[3, 9] ; [92, 97]
[29, 35] ; [47, 51]
[0, 6] ; [34, 37]
[3, 9] ; [68, 73]
[0, 2] ; [29, 35]
[0, 7] ; [16, 25]
[0, 2] ; [25, 27]
[3, 7] ; [12, 26]
[45, 49] ; [60, 68]
[34, 41] ; [45, 63]
[0, 2] ; [21, 25]
[3, 12] ; [90, 92]
[45, 48] ; [18, 25]
[0, 3] ; [18, 21]
[0, 3] ; [49, 51]
[21, 27] ; [39, 44]
[68, 78] ; [150, 154]
[17, 25] ; [34, 37]
[11, 13] ; [51, 57]
[177, 180] ; [150, 160]
[0, 3] ; [35, 39]
[3, 6] ; [40, 42]
[92, 97] ; [44, 53]
[0, 4] ; [27, 29]
[0, 4] ; [47, 51]
[4, 9] ; [34, 38]
[0, 3] ; [12, 14]
[12, 15] ; [8, 11]
[0, 5] ; [63, 68]
[0, 5] ; [9, 11]
[4, 9] ; [152, 156]
[0, 3] ; [5, 8]
[2, 6] ; [50, 55]
[41, 44] ; [88, 93]
[0, 5] ; [9, 13]
[57, 64] ; [65, 88]
[3, 6] ; [65, 73]
[0, 7] ; [9, 13]
[0, 3] ; [13, 22]
[126, 131] ; [120, 125]
[7, 10] ; [23, 27]
[18, 20] ; [33, 37]
[30, 34] ; [96, 100]
[60, 62] ; [79, 82]
[0, 6] ; [35, 41]
[168, 175] ; [157, 164]
[2, 7] ; [120, 126]
[0, 6] ; [7, 26]
[21, 26] ; [48, 50]
[0, 6] ; [9, 18]
[14, 16] ; [27, 31]
[4, 8] ; [32, 39]
[53, 56] ; [22, 27]
[0, 5] ; [30, 34]
[0, 9] ; [16, 22]
[0, 11] ; [15, 18]
[0, 5] ; [19, 22]
[0, 5] ; [54, 56]
[0, 10] ; [85, 87]
[0, 5] ; [58, 64]
[144, 154] ; [98, 105]
[0, 4] ; [8, 15]
[0, 5] ; [9, 13]
[2, 5] ; [107, 113]
[0, 11] ; [12, 19]
[11, 19] ; [56, 60]
[0, 6] ; [10, 15]
[66, 72] ; [73, 93]
[15, 18] ; [47, 50]
[0, 1] ; [3, 5]
[0, 2] ; [50, 52]
[7, 10] ; [32, 36]
[0, 6] ; [25, 31]
[0, 2] ; [17, 23]
[0, 6] ; [40, 45]
[0, 7] ; [102, 106]
[36, 40] ; [72, 74]
[0, 3] ; [22, 24]
[14, 18] ; [74, 78]
[23, 27] ; [11, 14]
[3, 5] ; [12, 24]
[0, 11] ; [-1, 17]
[0, 2] ; [55, 59]
[37, 43] ; [111, 113]
[76, 79] ; [-1, 17]
[0, 9] ; [25, 31]
[4, 6] ; [36, 41]
[2, 10] ; [117, 125]
[8, 16] ; [51, 54]
[4, 12] ; [29, 34]
[0, 7] ; [102, 108]
[25, 28] ; [13, 16]
[2, 7] ; [127, 135]
[0, 7] ; [53, 55]
[7, 11] ; [70, 76]
[2, 11] ; [27, 32]
[2, 7] ; [13, 42]
[3, 8] ; [77, 81]
[0, 10] ; [11, 34]
[0, 5] ; [39, 44]
[74, 77] ; [18, 31]
[0, 2] ; [9, 16]
[0, 2] ; [105, 107]
[2, 5] ; [76, 89]
[0, 6] ; [82, 84]
[0, 2] ; [26, 30]
[3, 6] ; [63, 65]
[23, 31] ; [87, 93]
[0, 6] ; [37, 39]
[40, 45] ; [32, 38]
[37, 42] ; [15, 21]
[4, 7] ; [76, 80]
[0, 5] ; [23, 27]
[0, 6] ; [10, 14]
[0, 8] ; [9, 37]
[2, 7] ; [77, 80]
[4, 9] ; [44, 53]
[9, 12] ; [48, 54]
[0, 3] ; [15, 21]
[37, 46] ; [73, 77]
[9, 15] ; [73, 77]
[0, 2] ; [34, 38]
[0, 5] ; [14, 16]
[0, 7] ; [55, 59]
[2, 4] ; [8, 12]
[22, 29] ; [69, 72]
[0, 7] ; [30, 32]
[0, 4] ; [83, 85]
[0, 3] ; [-1, 17]
[0, 3] ; [21, 27]
[0, 11] ; [151, 155]
[0, 6] ; [48, 52]
[3, 16] ; [102, 106]
[0, 3] ; [30, 39]
[1, 6] ; [84, 90]
[27, 36] ; [84, 88]
[0, 2] ; [3, 7]
[2, 9] ; [78, 82]
[0, 5] ; [25, 30]
[4, 9] ; [62, 70]
[0, 7] ; [34, 37]
[3, 9] ; [69, 71]
[8, 15] ; [33, 39]
[0, 3] ; [95, 99]
[0, 10] ; [53, 57]
[0, 5] ; [16, 21]
[10, 15] ; [16, 22]
[107, 109] ; [63, 70]
[88, 96] ; [170, 176]
[0, 5] ; [29, 31]
[7, 14] ; [22, 25]
[0, 4] ; [8, 16]
[9, 14] ; [101, 106]
[0, 6] ; [45, 49]
[0, 8] ; [19, 22]
[0, 5] ; [9, 16]
[0, 4] ; [152, 161]
[120, 125] ; [114, 118]
[0, 3] ; [13, 17]
[42, 47] ; [65, 67]
[2, 6] ; [39, 43]
[-1, 18] ; [74, 78]
[0, 6] ; [80, 87]
[17, 20] ; [3, 8]
[38, 47] ; [48, 58]
[0, 3] ; [68, 74]
[39, 44] ; [10, 19]
[0, 5] ; [32, 41]
[0, 2] ; [10, 12]
[0, 6] ; [10, 14]
[63, 66] ; [38, 43]
[49, 60] ; [61, 66]
[0, 7] ; [39, 43]
[0, 3] ; [4, 6]
[0, 3] ; [91, 97]
[44, 49] ; [54, 61]
[0, 7] ; [15, 18]
[2, 8] ; [24, 28]
[0, 5] ; [26, 30]
[0, 3] ; [4, 13]
[9, 11] ; [35, 39]
[0, 7] ; [38, 48]
[0, 4] ; [35, 39]
[0, 7] ; [135, 138]
[3, 7] ; [18, 22]
[21, 25] ; [0, 3]
[4, 12] ; [23, 31]
[0, 7] ; [12, 16]
[9, 14] ; [114, 118]
[6, 10] ; [15, 17]
[9, 12] ; [14, 20]
[54, 59] ; [80, 83]
[0, 6] ; [43, 50]
[0, 5] ; [3, 5]
[2, 5] ; [56, 62]
[0, 4] ; [136, 144]
[2, 8] ; [88, 98]
[2, 8] ; [82, 84]
[3, 12] ; [74, 77]
[2, 7] ; [35, 38]
[0, 4] ; [92, 97]
[12, 17] ; [23, 28]
[0, 3] ; [85, 90]
[0, 9] ; [39, 41]
[0, 6] ; [28, 33]
[0, 6] ; [51, 56]
[0, 2] ; [51, 52]
[3, 12] ; [13, 55]
[-1, 18] ; [11, 15]
[2, 8] ; [49, 57]
[0, 2] ; [25, 32]
[16, 19] ; [107, 117]
[-1, 18] ; [20, 29]
[0, 4] ; [22, 25]
[7, 17] ; [23, 32]
[46, 48] ; [35, 39]
[0, 3] ; [38, 42]
[3, 26] ; [46, 52]
[0, 8] ; [95, 99]
[0, 3] ; [39, 41]
[0, 3] ; [6, 9]
[0, 5] ; [28, 30]
[0, 7] ; [8, 26]
[48, 55] ; [59, 63]
[0, 6] ; [50, 59]
[22, 28] ; [84, 91]
[28, 31] ; [11, 16]
[24, 29] ; [91, 99]
[7, 10] ; [49, 52]
[107, 113] ; [60, 66]
[0, 5] ; [41, 43]
[26, 34] ; [0, 7]
[83, 90] ; [120, 125]
[100, 114] ; [153, 155]
[0, 3] ; [43, 45]
[151, 155] ; [158, 162]
[0, 3] ; [16, 25]
[3, 11] ; [12, 15]
[49, 53] ; [17, 26]
[0, 4] ; [75, 84]
[0, 2] ; [28, 36]
[0, 2] ; [35, 41]
[0, 4] ; [46, 54]
[72, 76] ; [17, 25]
[0, 6] ; [23, 25]
[2, 17] ; [19, 22]
[2, 5] ; [61, 63]
[6, 10] ; [32, 34]
[23, 27] ; [126, 134]
[136, 142] ; [203, 205]
[33, 38] ; [110, 115]
[0, 3] ; [87, 91]
[29, 37] ; [38, 51]
[0, 3] ; [21, 25]
[16, 21] ; [84, 90]
[7, 11] ; [41, 45]
[0, 5] ; [7, 12]
[4, 9] ; [45, 49]
[0, 7] ; [107, 109]
[0, 2] ; [38, 43]
[50, 53] ; [87, 94]
[82, 87] ; [69, 72]
[0, 2] ; [81, 85]
[0, 6] ; [-1, 17]
[4, 7] ; [65, 69]
[11, 17] ; [0, 8]
[7, 11] ; [0, 5]
[0, 2] ; [26, 34]
[54, 59] ; [79, 88]
[0, 6] ; [33, 35]
[0, 6] ; [24, 29]
[0, 7] ; [53, 57]
[4, 6] ; [54, 64]
[18, 25] ; [85, 94]
[32, 40] ; [64, 69]
[15, 24] ; [121, 131]
[105, 132] ; [132, 135]
[33, 37] ; [22, 28]
[0, 10] ; [11, 48]
[0, 7] ; [8, 32]
[25, 29] ; [19, 21]
[3, 10] ; [111, 115]
[0, 3] ; [8, 14]
[8, 10] ; [33, 35]
[4, 7] ; [15, 26]
[38, 41] ; [68, 70]
[-1, 18] ; [14, 18]
[4, 7] ; [134, 143]
[-1, 18] ; [37, 41]
[9, 14] ; [45, 48]
[17, 27] ; [34, 38]
[0, 2] ; [87, 92]
[9, 12] ; [47, 50]
[0, 10] ; [15, 17]
[2, 7] ; [35, 38]
[57, 60] ; [132, 134]
[38, 48] ; [0, 4]
[4, 10] ; [75, 77]
[93, 99] ; [88, 92]
[22, 25] ; [79, 83]
[2, 5] ; [68, 71]
[12, 15] ; [49, 56]
[8, 12] ; [27, 33]
[6, 12] ; [62, 64]
[0, 6] ; [88, 90]
[-1, 18] ; [114, 118]
[9, 13] ; [52, 57]
[11, 14] ; [49, 52]
[55, 65] ; [123, 126]
[3, 7] ; [34, 36]
[0, 5] ; [126, 128]
[9, 15] ; [56, 58]
[3, 11] ; [33, 37]
[4, 9] ; [23, 25]
[9, 13] ; [80, 87]
[-1, 18] ; [7, 12]
[75, 80] ; [98, 101]
[0, 8] ; [93, 96]
[0, 10] ; [99, 105]
[56, 63] ; [137, 143]
[0, 3] ; [18, 23]
[0, 6] ; [68, 71]
[9, 12] ; [47, 51]
[13, 17] ; [18, 21]
[-1, 18] ; [91, 94]
[0, 6] ; [18, 23]
[68, 78] ; [132, 136]
[0, 6] ; [56, 65]
[0, 2] ; [3, 12]
[68, 78] ; [155, 159]
[81, 87] ; [72, 78]
[0, 3] ; [79, 82]
[3, 7] ; [40, 42]
[3, 10] ; [104, 111]
[0, 3] ; [17, 21]
[36, 41] ; [55, 60]
[137, 142] ; [0, 8]
[2, 7] ; [60, 64]
[9, 12] ; [54, 57]
[0, 7] ; [32, 35]
[0, 4] ; [48, 60]
[2, 8] ; [15, 31]
[0, 3] ; [108, 112]
[11, 34] ; [35, 37]
[0, 7] ; [41, 45]
[0, 5] ; [131, 133]
[0, 9] ; [63, 65]
[3, 12] ; [81, 84]
[0, 4] ; [98, 100]
[0, 4] ; [145, 150]
[60, 73] ; [74, 77]
[2, 11] ; [75, 83]
[186, 190] ; [196, 199]
[0, 5] ; [21, 26]
[4, 12] ; [23, 28]
[6, 11] ; [47, 56]
[6, 11] ; [48, 50]
[63, 68] ; [25, 38]
[39, 44] ; [19, 25]
[6, 14] ; [17, 22]
[0, 4] ; [10, 18]
[2, 5] ; [7, 11]
[3, 8] ; [217, 223]
[0, 5] ; [27, 33]
[0, 6] ; [35, 38]
[0, 6] ; [14, 20]
[0, 3] ; [107, 113]
[41, 47] ; [6, 9]
[0, 4] ; [59, 61]
[9, 13] ; [35, 37]
[0, 8] ; [20, 25]
[3, 9] ; [75, 77]
[18, 20] ; [12, 14]
[7, 14] ; [40, 45]
[0, 6] ; [52, 55]
[0, 6] ; [36, 40]
[0, 9] ; [37, 48]
[5, 10] ; [49, 51]
[41, 50] ; [59, 68]
[0, 9] ; [22, 26]
[0, 11] ; [43, 46]
[0, 8] ; [84, 88]
[3, 10] ; [42, 44]
[7, 10] ; [16, 20]
[24, 32] ; [11, 16]
[2, 8] ; [18, 25]
[41, 49] ; [34, 41]
[2, 8] ; [87, 88]
[0, 8] ; [37, 40]
[2, 8] ; [15, 33]
[0, 4] ; [42, 44]
[11, 17] ; [36, 45]
[164, 167] ; [175, 181]
[0, 4] ; [53, 55]
[62, 66] ; [106, 110]
[66, 72] ; [21, 30]
[0, 3] ; [47, 52]
[22, 28] ; [120, 124]
[0, 3] ; [89, 96]
[0, 7] ; [44, 52]
[0, 11] ; [40, 52]
[3, 7] ; [98, 104]
[0, 3] ; [31, 38]
[67, 71] ; [116, 121]
[0, 6] ; [12, 17]
[0, 7] ; [43, 47]
[7, 18] ; [60, 63]
[0, 5] ; [20, 26]
[20, 28] ; [11, 14]
[0, 2] ; [39, 43]
[26, 29] ; [56, 63]
[3, 10] ; [256, 260]
[78, 86] ; [87, 90]
[54, 60] ; [62, 67]
[68, 71] ; [55, 59]
[53, 59] ; [130, 132]
[-1, 18] ; [153, 157]
[0, 5] ; [20, 24]
