[85, 90] ; [127, 136]
[25, 27] ; [42, 44]
[0, 5] ; [59, 64]
[0, 4] ; [59, 63]
[0, 2] ; [4, 9]
[2, 4] ; [101, 105]
[142, 147] ; [148, 170]
[0, 3] ; [60, 62]
[0, 3] ; [34, 38]
[0, 3] ; [19, 21]
[32, 37] ; [75, 84]
[0, 5] ; [33, 40]
[8, 12] ; [107, 113]
[6, 10] ; [18, 27]
[-1, 18] ; [63, 71]
[0, 8] ; [134, 143]
[10, 18] ; [52, 58]
[85, 88] ; [67, 69]
[0, 3] ; [58, 60]
[0, 10] ; [93, 95]
[18, 26] ; [63, 67]
[0, 2] ; [70, 72]
[0, 2] ; [20, 28]
[142, 148] ; [131, 139]
[0, 6] ; [29, 36]
[6, 13] ; [47, 49]
[0, 5] ; [73, 76]
[25, 31] ; [32, 37]
[9, 15] ; [53, 55]
[114, 118] ; [3, 10]
[0, 4] ; [36, 42]
[9, 13] ; [63, 67]
[0, 10] ; [163, 167]
[0, 4] ; [8, 12]
[1, 5] ; [35, 39]
[0, 4] ; [36, 44]
[23, 26] ; [0, 5]
[1, 6] ; [25, 32]
[89, 92] ; [120, 126]
[26, 29] ; [70, 72]
[0, 3] ; [39, 45]
[72, 75] ; [19, 23]
[0, 4] ; [32, 38]
[0, 7] ; [25, 29]
[0, 3] ; [20, 30]
[0, 10] ; [39, 42]
[7, 11] ; [43, 47]
[51, 59] ; [9, 16]
[68, 70] ; [84, 88]
[75, 81] ; [53, 60]
[2, 11] ; [91, 96]
[31, 40] ; [186, 188]
[12, 14] ; [45, 49]
[29, 33] ; [1, 3]
[6, 10] ; [19, 23]
[36, 40] ; [9, 35]
[0, 2] ; [59, 63]
[96, 102] ; [137, 144]
[7, 11] ; [67, 70]
[0, 8] ; [15, 17]
[60, 66] ; [28, 31]
[3, 8] ; [77, 99]
[7, 15] ; [40, 46]
[25, 34] ; [95, 99]
[1, 5] ; [26, 28]
[200, 210] ; [105, 110]
[0, 3] ; [129, 137]
[20, 24] ; [0, 9]
[79, 83] ; [108, 113]
[43, 45] ; [21, 42]
[0, 5] ; [38, 40]
[2, 8] ; [39, 46]
[4, 9] ; [156, 158]
[0, 6] ; [88, 94]
[3, 7] ; [90, 95]
[11, 18] ; [36, 40]
[110, 113] ; [145, 147]
[2, 5] ; [60, 63]
[17, 20] ; [58, 60]
[1, 4] ; [12, 14]
[110, 118] ; [53, 63]
[0, 3] ; [27, 32]
[53, 57] ; [78, 80]
[13, 19] ; [43, 46]
[0, 6] ; [50, 57]
[3, 11] ; [111, 116]
[17, 20] ; [21, 23]
[0, 3] ; [12, 18]
[42, 51] ; [67, 76]
[0, 5] ; [73, 77]
[121, 125] ; [126, 129]
[18, 24] ; [90, 94]
[3, 8] ; [19, 23]
[0, 6] ; [113, 119]
[0, 7] ; [34, 38]
[0, 4] ; [18, 20]
[6, 11] ; [55, 60]
[27, 30] ; [38, 42]
[9, 15] ; [1, 8]
[4, 11] ; [62, 65]
[18, 22] ; [11, 16]
[0, 3] ; [34, 36]
[80, 84] ; [98, 102]
[0, 5] ; [19, 21]
[0, 4] ; [12, 19]
[12, 18] ; [25, 28]
[0, 2] ; [5, 9]
[13, 17] ; [43, 46]
[7, 15] ; [53, 59]
[31, 36] ; [83, 87]
[0, 5] ; [168, 171]
[0, 2] ; [47, 53]
[12, 15] ; [47, 53]
[0, 9] ; [79, 84]
[7, 11] ; [16, 21]
[3, 7] ; [61, 68]
[38, 44] ; [30, 34]
[16, 21] ; [196, 202]
[11, 17] ; [7, 9]
[0, 5] ; [19, 25]
[0, 4] ; [48, 53]
[3, 11] ; [89, 94]
[11, 16] ; [34, 38]
[-1, 18] ; [71, 77]
[3, 9] ; [96, 99]
[0, 6] ; [10, 14]
[26, 29] ; [58, 69]
[0, 10] ; [82, 84]
[38, 43] ; [50, 53]
[9, 13] ; [46, 48]
[4, 9] ; [55, 59]
[30, 32] ; [53, 55]
[10, 18] ; [33, 39]
[43, 48] ; [79, 86]
[116, 120] ; [10, 14]
[0, 3] ; [28, 32]
[2, 9] ; [15, 21]
[0, 6] ; [10, 14]
[17, 22] ; [52, 54]
[88, 91] ; [44, 53]
[22, 24] ; [10, 20]
[32, 34] ; [46, 49]
[35, 39] ; [68, 70]
[10, 18] ; [42, 44]
[0, 3] ; [4, 8]
[30, 35] ; [67, 71]
[0, 3] ; [10, 12]
[5, 8] ; [18, 23]
[2, 9] ; [70, 74]
[7, 10] ; [60, 69]
[20, 24] ; [25, 36]
[0, 4] ; [19, 26]
[43, 49] ; [11, 17]
[0, 6] ; [83, 89]
[0, 2] ; [5, 10]
[48, 54] ; [82, 84]
[6, 8] ; [160, 165]
[0, 6] ; [37, 39]
[6, 10] ; [57, 59]
[3, 8] ; [108, 110]
[0, 3] ; [19, 21]
[0, 5] ; [45, 52]
[2, 7] ; [61, 66]
[9, 14] ; [39, 41]
[2, 9] ; [107, 109]
[0, 3] ; [13, 21]
[0, 2] ; [97, 101]
[84, 88] ; [45, 50]
[0, 7] ; [8, 14]
[5, 7] ; [96, 99]
[0, 8] ; [123, 126]
[3, 12] ; [42, 46]
[28, 31] ; [81, 84]
[21, 26] ; [2, 7]
[0, 4] ; [70, 73]
[5, 10] ; [29, 36]
[44, 48] ; [31, 33]
[8, 14] ; [57, 60]
[37, 42] ; [49, 51]
[0, 5] ; [20, 32]
[2, 8] ; [113, 117]
[41, 46] ; [46, 50]
[21, 29] ; [2, 7]
[44, 49] ; [66, 70]
[-1, 18] ; [120, 123]
[0, 11] ; [53, 57]
[2, 6] ; [45, 49]
[4, 7] ; [58, 64]
[21, 27] ; [34, 60]
[3, 7] ; [39, 41]
[3, 6] ; [10, 24]
[37, 43] ; [83, 85]
[0, 7] ; [133, 135]
[13, 16] ; [68, 75]
[47, 53] ; [54, 76]
[32, 35] ; [52, 62]
[0, 6] ; [21, 23]
[0, 10] ; [85, 88]
[14, 24] ; [59, 64]
[61, 68] ; [45, 49]
[3, 9] ; [135, 138]
[0, 4] ; [28, 36]
[89, 94] ; [71, 73]
[0, 3] ; [-1, 17]
[0, 3] ; [43, 48]
[0, 5] ; [23, 25]
[0, 3] ; [119, 127]
[0, 7] ; [61, 65]
[0, 7] ; [9, 12]
[0, 3] ; [147, 149]
[0, 6] ; [9, 15]
[0, 2] ; [36, 41]
[2, 7] ; [93, 95]
[6, 11] ; [51, 54]
[0, 6] ; [42, 53]
[0, 4] ; [46, 55]
[2, 7] ; [40, 42]
[0, 3] ; [59, 64]
[0, 4] ; [72, 81]
[34, 39] ; [20, 22]
[0, 11] ; [12, 16]
[2, 7] ; [82, 86]
[18, 21] ; [0, 2]
[4, 7] ; [230, 250]
[0, 7] ; [8, 15]
[3, 6] ; [40, 42]
[42, 45] ; [81, 86]
[37, 46] ; [47, 54]
[2, 12] ; [22, 28]
[0, 3] ; [24, 33]
[4, 7] ; [29, 32]
[0, 6] ; [75, 77]
[3, 5] ; [40, 45]
[53, 60] ; [63, 68]
[0, 5] ; [87, 89]
[0, 6] ; [68, 70]
[0, 5] ; [15, 22]
[0, 8] ; [30, 39]
[0, 4] ; [23, 26]
[11, 15] ; [32, 35]
[34, 41] ; [97, 100]
[2, 7] ; [16, 19]
[0, 6] ; [20, 24]
[0, 6] ; [14, 18]
[0, 3] ; [4, 15]
[6, 10] ; [63, 67]
[63, 69] ; [96, 102]
[2, 8] ; [34, 41]
[30, 33] ; [39, 41]
[0, 9] ; [77, 81]
[0, 7] ; [33, 37]
[2, 5] ; [22, 31]
[73, 83] ; [94, 100]
[-1, 18] ; [21, 27]
[0, 5] ; [15, 21]
[48, 52] ; [121, 126]
[32, 34] ; [64, 68]
[0, 10] ; [50, 54]
[0, 3] ; [4, 6]
[0, 6] ; [47, 49]
[17, 23] ; [0, 7]
[4, 8] ; [16, 23]
[2, 6] ; [68, 72]
[0, 3] ; [36, 42]
[4, 12] ; [132, 137]
[46, 53] ; [62, 66]
[52, 55] ; [58, 60]
[0, 2] ; [15, 20]
[0, 3] ; [37, 44]
[0, 5] ; [21, 25]
[2, 10] ; [11, 20]
[19, 24] ; [30, 33]
[5, 14] ; [52, 59]
[16, 19] ; [55, 59]
[10, 13] ; [28, 35]
[3, 11] ; [57, 61]
[6, 13] ; [17, 19]
[0, 3] ; [21, 25]
[-1, 18] ; [22, 29]
[4, 9] ; [59, 66]
[30, 32] ; [45, 52]
[0, 5] ; [55, 59]
[0, 2] ; [111, 121]
[0, 2] ; [21, 26]
[0, 3] ; [40, 45]
[12, 18] ; [45, 47]
[-1, 18] ; [56, 58]
[3, 7] ; [12, 24]
[55, 63] ; [64, 67]
[41, 51] ; [53, 57]
[0, 3] ; [12, 18]
[0, 10] ; [85, 91]
[0, 4] ; [16, 21]
[2, 11] ; [135, 140]
[220, 225] ; [231, 235]
[0, 8] ; [-1, 17]
[37, 41] ; [55, 59]
[36, 42] ; [99, 108]
[0, 5] ; [6, 23]
[0, 10] ; [25, 27]
[0, 8] ; [23, 26]
[11, 16] ; [84, 86]
[9, 13] ; [133, 139]
[37, 44] ; [65, 69]
[15, 19] ; [38, 40]
[16, 19] ; [21, 27]
[0, 6] ; [21, 27]
[0, 3] ; [6, 16]
[27, 35] ; [73, 79]
[3, 12] ; [100, 102]
[2, 8] ; [9, 34]
[13, 16] ; [36, 39]
[0, 7] ; [45, 53]
[0, 3] ; [37, 43]
[-1, 18] ; [56, 60]
[0, 6] ; [10, 17]
[2, 6] ; [103, 108]
[84, 88] ; [70, 75]
[7, 9] ; [60, 68]
[11, 13] ; [120, 124]
[0, 3] ; [15, 21]
[72, 81] ; [43, 50]
[23, 31] ; [141, 145]
[9, 13] ; [57, 66]
[37, 43] ; [30, 35]
[8, 10] ; [30, 34]
[6, 11] ; [37, 40]
[14, 22] ; [0, 8]
[8, 10] ; [46, 48]
[3, 5] ; [30, 32]
[28, 35] ; [48, 52]
[7, 11] ; [29, 32]
[21, 30] ; [89, 97]
[39, 45] ; [78, 83]
[45, 50] ; [55, 59]
[0, 5] ; [23, 29]
[10, 18] ; [48, 51]
[6, 12] ; [14, 18]
[2, 5] ; [42, 44]
[0, 9] ; [33, 37]
[0, 9] ; [25, 31]
[17, 27] ; [31, 33]
[35, 37] ; [46, 50]
[4, 7] ; [76, 82]
[0, 3] ; [17, 21]
[29, 32] ; [58, 63]
[0, 3] ; [23, 25]
[0, 2] ; [71, 74]
[0, 2] ; [73, 77]
[0, 4] ; [-1, 17]
[0, 10] ; [20, 23]
[0, 6] ; [36, 44]
[1, 6] ; [30, 33]
[48, 57] ; [99, 101]
[3, 6] ; [37, 41]
[116, 122] ; [159, 161]
[104, 108] ; [109, 119]
[0, 4] ; [24, 32]
[13, 17] ; [104, 109]
[4, 8] ; [47, 50]
[3, 20] ; [61, 65]
[0, 5] ; [7, 14]
[0, 2] ; [5, 13]
[0, 6] ; [7, 18]
[53, 57] ; [78, 80]
[21, 26] ; [44, 50]
[10, 18] ; [69, 76]
[0, 7] ; [140, 142]
[24, 32] ; [151, 153]
[11, 13] ; [115, 120]
[83, 88] ; [99, 101]
[68, 78] ; [209, 213]
[66, 68] ; [119, 122]
[0, 6] ; [17, 19]
[13, 15] ; [23, 29]
[33, 39] ; [43, 50]
[0, 6] ; [30, 38]
[52, 58] ; [14, 18]
[6, 10] ; [30, 32]
[4, 10] ; [73, 75]
[0, 10] ; [85, 88]
[0, 6] ; [7, 11]
[0, 5] ; [121, 125]
[0, 7] ; [10, 15]
[68, 71] ; [7, 11]
[30, 40] ; [37, 39]
[0, 6] ; [33, 37]
[0, 5] ; [113, 117]
[3, 6] ; [42, 46]
[0, 10] ; [14, 16]
[4, 11] ; [49, 53]
[0, 6] ; [17, 21]
[0, 7] ; [66, 68]
[0, 9] ; [21, 23]
[0, 6] ; [75, 79]
[-1, 18] ; [0, 6]
[0, 4] ; [6, 9]
[0, 2] ; [8, 13]
[0, 7] ; [13, 19]
[0, 5] ; [26, 30]
[0, 6] ; [7, 10]
[0, 5] ; [6, 26]
[0, 6] ; [17, 22]
[15, 17] ; [63, 69]
[0, 8] ; [22, 26]
[74, 76] ; [38, 43]
[42, 44] ; [19, 23]
[24, 26] ; [15, 23]
[0, 4] ; [52, 54]
[20, 26] ; [45, 51]
[0, 4] ; [42, 46]
[0, 4] ; [29, 36]
[237, 242] ; [2, 4]
[3, 8] ; [47, 55]
[203, 210] ; [46, 50]
[63, 69] ; [91, 93]
[18, 20] ; [21, 26]
[0, 6] ; [50, 54]
[0, 3] ; [53, 58]
[3, 12] ; [127, 136]
[4, 14] ; [63, 65]
[0, 4] ; [10, 14]
[130, 133] ; [-1, 17]
[7, 14] ; [51, 53]
[1, 6] ; [69, 74]
[2, 6] ; [11, 35]
[0, 2] ; [84, 88]
[0, 5] ; [120, 124]
[6, 10] ; [10, 14]
[8, 10] ; [12, 18]
[0, 4] ; [88, 94]
[0, 2] ; [46, 48]
[13, 17] ; [27, 31]
[0, 4] ; [22, 27]
[20, 25] ; [42, 51]
[7, 9] ; [31, 36]
[4, 12] ; [21, 38]
[23, 27] ; [93, 95]
[5, 8] ; [50, 54]
[28, 32] ; [17, 21]
[6, 11] ; [87, 93]
[3, 9] ; [52, 55]
[0, 10] ; [44, 53]
[0, 6] ; [13, 17]
[99, 101] ; [128, 135]
[0, 5] ; [21, 25]
[0, 4] ; [217, 221]
[0, 3] ; [49, 54]
[0, 4] ; [8, 15]
[10, 17] ; [44, 48]
[7, 11] ; [93, 96]
[20, 23] ; [33, 36]
[0, 3] ; [6, 11]
[0, 9] ; [38, 40]
[0, 4] ; [13, 15]
[14, 19] ; [31, 34]
[8, 13] ; [18, 23]
[3, 13] ; [135, 137]
[0, 6] ; [49, 51]
[0, 3] ; [35, 39]
[87, 92] ; [119, 121]
[0, 5] ; [20, 28]
[3, 6] ; [10, 12]
[9, 18] ; [27, 31]
[8, 16] ; [-1, 17]
[13, 16] ; [98, 104]
[6, 10] ; [27, 29]
[6, 8] ; [2, 4]
[0, 3] ; [4, 8]
[1, 5] ; [104, 108]
[30, 32] ; [107, 112]
[0, 2] ; [23, 28]
[0, 3] ; [31, 33]
[6, 11] ; [79, 85]
[0, 6] ; [7, 22]
[3, 9] ; [71, 77]
[6, 9] ; [11, 13]
[18, 26] ; [99, 102]
[4, 7] ; [91, 94]
[178, 183] ; [200, 202]
[33, 37] ; [58, 67]
[68, 78] ; [109, 111]
[9, 11] ; [14, 21]
[0, 4] ; [16, 20]
[6, 10] ; [15, 17]
[0, 5] ; [6, 8]
[0, 6] ; [41, 46]
[34, 38] ; [60, 64]
[0, 5] ; [29, 37]
[10, 16] ; [63, 67]
[0, 5] ; [29, 33]
[35, 42] ; [45, 48]
[0, 4] ; [11, 21]
[0, 4] ; [29, 34]
[2, 7] ; [33, 38]
[0, 5] ; [7, 10]
[6, 11] ; [30, 32]
[0, 10] ; [35, 43]
[47, 52] ; [31, 38]
[0, 2] ; [37, 40]
[0, 2] ; [6, 9]
[0, 5] ; [64, 68]
[0, 6] ; [14, 18]
[0, 5] ; [13, 19]
[45, 49] ; [0, 17]
[0, 4] ; [30, 34]
[24, 28] ; [16, 18]
[60, 71] ; [72, 106]
[0, 5] ; [16, 21]
[17, 22] ; [85, 89]
[2, 11] ; [138, 141]
[0, 3] ; [6, 11]
[0, 5] ; [17, 28]
[0, 5] ; [7, 9]
[14, 19] ; [33, 35]
[0, 6] ; [102, 105]
[0, 4] ; [19, 22]
[0, 5] ; [29, 31]
[2, 7] ; [8, 10]
[5, 15] ; [55, 62]
[0, 8] ; [12, 19]
[7, 15] ; [47, 51]
[0, 3] ; [7, 11]
[5, 13] ; [36, 43]
[17, 23] ; [6, 15]
[0, 6] ; [58, 60]
[7, 11] ; [22, 26]
[0, 2] ; [60, 68]
[12, 15] ; [184, 192]
[6, 13] ; [41, 50]
[29, 32] ; [20, 24]
[0, 6] ; [31, 35]
[55, 60] ; [113, 117]
[26, 30] ; [62, 72]
[0, 8] ; [90, 94]
[26, 32] ; [33, 36]
[0, 4] ; [60, 62]
[3, 12] ; [26, 30]
[0, 10] ; [52, 58]
[0, 4] ; [55, 57]
[34, 36] ; [37, 44]
[0, 7] ; [29, 35]
[0, 3] ; [198, 206]
[0, 4] ; [8, 12]
[118, 130] ; [182, 192]
[0, 3] ; [18, 24]
[31, 35] ; [40, 45]
[0, 2] ; [18, 23]
[20, 26] ; [58, 65]
[57, 64] ; [65, 88]
[0, 7] ; [24, 28]
[28, 31] ; [104, 108]
[34, 42] ; [13, 20]
[29, 36] ; [0, 4]
[0, 2] ; [35, 40]
[0, 3] ; [8, 10]
[0, 2] ; [3, 11]
[25, 30] ; [38, 40]
[-1, 18] ; [215, 220]
[9, 13] ; [48, 55]
[2, 5] ; [39, 43]
[-1, 18] ; [91, 94]
[8, 10] ; [101, 105]
[2, 9] ; [0, 1]
[0, 9] ; [-1, 17]
[0, 7] ; [90, 95]
[0, 5] ; [6, 12]
[0, 3] ; [35, 41]
[143, 146] ; [5, 10]
[9, 14] ; [72, 76]
[0, 2] ; [3, 9]
[9, 13] ; [57, 65]
[49, 53] ; [65, 67]
[3, 8] ; [143, 145]
[-1, 18] ; [65, 69]
[19, 22] ; [43, 47]
[0, 7] ; [91, 93]
[0, 5] ; [69, 74]
[63, 66] ; [67, 77]
[15, 18] ; [78, 88]
[0, 5] ; [70, 75]
[11, 19] ; [139, 151]
[0, 9] ; [57, 61]
[83, 93] ; [94, 123]
[51, 56] ; [103, 105]
[44, 50] ; [18, 23]
[0, 4] ; [6, 9]
[3, 7] ; [40, 44]
[0, 6] ; [11, 14]
[46, 54] ; [57, 59]
[18, 25] ; [90, 94]
[3, 8] ; [19, 23]
[-1, 18] ; [9, 13]
[7, 11] ; [72, 75]
[15, 18] ; [35, 38]
[2, 8] ; [46, 49]
[0, 10] ; [11, 39]
[30, 38] ; [39, 43]
[52, 57] ; [12, 16]
[0, 6] ; [49, 51]
[2, 9] ; [45, 47]
[3, 8] ; [102, 105]
[0, 4] ; [42, 46]
[0, 2] ; [34, 38]
[0, 5] ; [117, 121]
[23, 25] ; [58, 62]
[8, 16] ; [68, 73]
[85, 91] ; [108, 112]
[4, 9] ; [16, 26]
[0, 5] ; [88, 92]
[9, 13] ; [80, 85]
[50, 58] ; [59, 62]
[21, 27] ; [56, 58]
[0, 5] ; [47, 52]
[0, 5] ; [46, 48]
[16, 20] ; [21, 32]
[6, 10] ; [0, 4]
[77, 81] ; [14, 16]
[5, 14] ; [39, 44]
[6, 12] ; [60, 65]
[6, 14] ; [47, 54]
[16, 18] ; [25, 29]
[5, 11] ; [30, 32]
[27, 32] ; [0, 8]
[90, 93] ; [2, 9]
[2, 8] ; [15, 25]
[132, 135] ; [11, 18]
[0, 4] ; [9, 13]
[4, 7] ; [124, 126]
[0, 7] ; [24, 34]
[66, 71] ; [85, 90]
[0, 4] ; [8, 12]
[7, 16] ; [110, 114]
[0, 6] ; [29, 32]
[33, 38] ; [83, 85]
[17, 20] ; [24, 28]
[0, 10] ; [34, 39]
[0, 6] ; [10, 14]
[34, 44] ; [45, 48]
[3, 6] ; [70, 74]
[0, 7] ; [28, 30]
[0, 8] ; [24, 28]
[0, 3] ; [4, 18]
[6, 9] ; [58, 60]
[18, 24] ; [189, 191]
[3, 5] ; [118, 122]
[0, 6] ; [12, 19]
[0, 8] ; [9, 31]
[0, 6] ; [32, 34]
[0, 5] ; [99, 106]
[9, 16] ; [89, 93]
[22, 26] ; [7, 9]
[3, 7] ; [69, 73]
[2, 7] ; [68, 71]
[0, 3] ; [7, 12]
[24, 40] ; [16, 23]
[4, 6] ; [127, 132]
[0, 7] ; [38, 42]
[0, 5] ; [6, 16]
[0, 6] ; [59, 62]
[0, 7] ; [26, 30]
[65, 68] ; [88, 92]
[2, 7] ; [103, 106]
[22, 32] ; [33, 63]
[0, 1] ; [11, 15]
[2, 5] ; [21, 24]
[0, 8] ; [32, 36]
[0, 3] ; [12, 14]
[2, 9] ; [88, 90]
[0, 4] ; [39, 42]
[0, 8] ; [30, 34]
[0, 6] ; [58, 62]
[0, 2] ; [116, 122]
[6, 12] ; [63, 67]
[-1, 18] ; [19, 21]
[37, 42] ; [125, 129]
[2, 7] ; [88, 90]
[73, 81] ; [118, 121]
[0, 5] ; [28, 34]
[0, 3] ; [33, 37]
[3, 11] ; [122, 124]
[11, 13] ; [59, 63]
[6, 12] ; [28, 34]
[0, 7] ; [16, 19]
[0, 4] ; [92, 93]
[47, 52] ; [62, 66]
[9, 18] ; [44, 48]
[31, 35] ; [77, 79]
[142, 149] ; [-1, 17]
[0, 7] ; [62, 65]
[3, 7] ; [5, 7]
[125, 132] ; [173, 177]
[0, 5] ; [64, 66]
[0, 8] ; [56, 64]
[0, 5] ; [6, 12]
[0, 8] ; [25, 34]
[3, 9] ; [42, 47]
[0, 9] ; [21, 27]
[0, 4] ; [9, 16]
[0, 8] ; [144, 148]
[8, 18] ; [24, 31]
[23, 25] ; [45, 52]
[3, 11] ; [20, 56]
[0, 7] ; [19, 22]
[0, 2] ; [6, 10]
[3, 8] ; [66, 70]
[15, 21] ; [52, 55]
[10, 17] ; [82, 85]
[62, 67] ; [125, 131]
[0, 2] ; [6, 10]
[2, 9] ; [17, 36]
[33, 38] ; [39, 42]
[18, 28] ; [44, 46]
[0, 2] ; [14, 18]
[3, 8] ; [18, 38]
[57, 62] ; [69, 73]
[0, 5] ; [18, 22]
[4, 9] ; [23, 25]
[0, 11] ; [28, 30]
[0, 5] ; [191, 194]
[0, 10] ; [100, 108]
[19, 22] ; [3, 11]
[4, 7] ; [38, 44]
[7, 11] ; [29, 33]
[0, 3] ; [154, 158]
[0, 5] ; [8, 15]
[0, 6] ; [26, 31]
[0, 3] ; [7, 17]
[0, 4] ; [18, 24]
[42, 45] ; [102, 104]
[9, 18] ; [35, 39]
[0, 4] ; [40, 42]
[0, 3] ; [132, 134]
[0, 6] ; [62, 67]
[0, 4] ; [31, 33]
[0, 6] ; [7, 18]
[22, 25] ; [53, 57]
[9, 13] ; [42, 48]
[0, 5] ; [15, 23]
[79, 82] ; [83, 92]
[0, 5] ; [107, 117]
[0, 10] ; [14, 20]
[0, 4] ; [11, 15]
[7, 13] ; [14, 18]
[3, 7] ; [107, 116]
[0, 3] ; [13, 16]
[11, 13] ; [17, 24]
[0, 9] ; [65, 70]
[4, 9] ; [13, 17]
[0, 4] ; [17, 20]
[3, 8] ; [73, 97]
[68, 78] ; [129, 131]
[76, 82] ; [83, 100]
[3, 8] ; [44, 48]
[2, 5] ; [33, 37]
[0, 8] ; [28, 34]
[6, 10] ; [18, 20]
[0, 5] ; [49, 59]
[1, 5] ; [114, 121]
[0, 5] ; [6, 8]
[136, 139] ; [140, 148]
[0, 5] ; [19, 27]
[0, 3] ; [34, 41]
[0, 10] ; [93, 95]
[0, 5] ; [25, 31]
[178, 184] ; [108, 113]
[0, 2] ; [68, 72]
[3, 8] ; [14, 35]
[4, 12] ; [64, 66]
[46, 52] ; [121, 123]
[2, 15] ; [108, 114]
[4, 6] ; [40, 43]
[0, 5] ; [74, 77]
[4, 9] ; [32, 34]
[18, 21] ; [6, 15]
[0, 3] ; [73, 79]
[39, 42] ; [47, 51]
[11, 18] ; [7, 11]
[0, 6] ; [30, 32]
[-1, 18] ; [21, 29]
[0, 8] ; [54, 59]
[0, 6] ; [89, 93]
[0, 5] ; [9, 12]
[3, 8] ; [165, 171]
[9, 15] ; [53, 55]
[8, 11] ; [115, 122]
[3, 11] ; [72, 78]
[3, 9] ; [39, 41]
[6, 10] ; [10, 14]
[0, 6] ; [54, 56]
[0, 5] ; [48, 50]
[29, 31] ; [49, 50]
[7, 10] ; [39, 45]
[0, 6] ; [29, 31]
[17, 20] ; [235, 239]
[0, 3] ; [35, 43]
[0, 6] ; [35, 38]
[0, 4] ; [18, 29]
[17, 23] ; [10, 12]
[33, 39] ; [80, 86]
[6, 10] ; [109, 112]
[2, 5] ; [24, 27]
[118, 129] ; [130, 162]
[0, 3] ; [-1, 17]
[0, 5] ; [3, 5]
[43, 48] ; [13, 20]
[0, 7] ; [20, 25]
[15, 24] ; [115, 120]
[13, 17] ; [66, 70]
[9, 12] ; [51, 53]
[0, 6] ; [66, 69]
[0, 5] ; [8, 10]
[0, 5] ; [16, 22]
[7, 12] ; [104, 111]
[0, 6] ; [27, 31]
[0, 7] ; [40, 43]
[113, 118] ; [156, 162]
[4, 7] ; [65, 69]
[22, 28] ; [50, 60]
[2, 7] ; [49, 51]
[0, 3] ; [72, 76]
[4, 12] ; [25, 27]
[0, 3] ; [62, 66]
[20, 25] ; [55, 60]
[3, 8] ; [71, 74]
[0, 7] ; [42, 45]
[88, 98] ; [124, 128]
[2, 6] ; [37, 41]
[30, 32] ; [62, 64]
[40, 48] ; [9, 13]
[9, 18] ; [114, 118]
[0, 3] ; [28, 30]
[73, 75] ; [-1, 17]
[34, 38] ; [44, 48]
[0, 4] ; [34, 38]
[3, 8] ; [140, 142]
[0, 7] ; [11, 14]
[3, 7] ; [59, 62]
[-1, 18] ; [174, 177]
[0, 3] ; [63, 73]
[0, 2] ; [12, 18]
[0, 6] ; [39, 43]
[15, 25] ; [2, 8]
[4, 7] ; [99, 103]
[3, 6] ; [19, 23]
[0, 6] ; [75, 80]
[35, 45] ; [9, 16]
[4, 7] ; [70, 74]
[0, 6] ; [14, 18]
[2, 5] ; [89, 91]
[0, 3] ; [88, 94]
[48, 52] ; [13, 16]
[0, 6] ; [52, 58]
[-1, 18] ; [147, 152]
[4, 9] ; [15, 21]
[0, 4] ; [27, 31]
[0, 11] ; [127, 131]
[0, 5] ; [14, 18]
[12, 15] ; [184, 192]
[0, 6] ; [103, 112]
[50, 58] ; [25, 28]
[9, 15] ; [44, 47]
[0, 5] ; [21, 23]
[0, 4] ; [11, 13]
[6, 14] ; [82, 89]
[10, 17] ; [81, 86]
[0, 10] ; [11, 39]
[0, 6] ; [9, 15]
[-1, 18] ; [61, 63]
[145, 151] ; [-1, 17]
[18, 23] ; [39, 43]
[3, 7] ; [4, 6]
[2, 7] ; [67, 75]
[81, 83] ; [10, 13]
[71, 79] ; [3, 11]
[-1, 18] ; [40, 46]
[16, 21] ; [105, 111]
[-1, 18] ; [17, 23]
[0, 5] ; [180, 185]
[10, 12] ; [85, 94]
[20, 30] ; [69, 77]
[56, 62] ; [66, 70]
[105, 109] ; [10, 12]
[18, 20] ; [109, 111]
[0, 2] ; [9, 15]
[2, 4] ; [21, 24]
[56, 63] ; [77, 79]
[0, 7] ; [54, 56]
[0, 6] ; [15, 19]
[0, 7] ; [81, 85]
[0, 6] ; [75, 79]
[0, 6] ; [58, 62]
[0, 7] ; [170, 173]
[0, 6] ; [20, 26]
[0, 6] ; [45, 48]
[48, 55] ; [60, 64]
[0, 4] ; [42, 46]
[0, 2] ; [26, 30]
[0, 7] ; [47, 53]
[2, 8] ; [44, 53]
[0, 13] ; [67, 72]
[12, 16] ; [77, 79]
[0, 3] ; [30, 35]
[0, 3] ; [7, 12]
[0, 2] ; [54, 62]
[11, 34] ; [35, 37]
[0, 7] ; [84, 87]
[29, 35] ; [173, 183]
[0, 4] ; [54, 62]
[35, 39] ; [63, 70]
[18, 23] ; [28, 32]
[15, 20] ; [9, 13]
[8, 17] ; [29, 33]
[0, 3] ; [23, 26]
[0, 9] ; [53, 55]
[13, 17] ; [114, 122]
[0, 5] ; [142, 147]
[0, 5] ; [38, 44]
[7, 14] ; [71, 73]
[71, 79] ; [3, 11]
[31, 36] ; [89, 94]
[0, 5] ; [7, 11]
[62, 66] ; [135, 137]
[2, 8] ; [29, 33]
[-1, 18] ; [56, 58]
[31, 35] ; [80, 82]
[0, 7] ; [-1, 17]
[20, 25] ; [32, 36]
[11, 15] ; [51, 55]
[25, 31] ; [140, 146]
[3, 12] ; [3, 10]
